IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,VALUE,PUBLIC_ID,SORTORDER
427703074,373097002,,427702229,Pulmonary vein confluence,Morphological_Abnormalitiy_PID,0
427703381,80225002,,427702606,Congenital ischemic atrophy,Morphological_Abnormalitiy_PID,0
427703382,10115009,,427702606,Congenital partial hypoplasia,Morphological_Abnormalitiy_PID,0
427703383,13593009,,427702606,Congenital decrease in cellularity,Morphological_Abnormalitiy_PID,0
427703078,18295000,,427702233,Double structure,Morphological_Abnormalitiy_PID,0
427703079,405936004,,427702250,"Nephrogenic rest, unclassified",Morphological_Abnormalitiy_PID,0
427703080,405934001,,427702250,"Nephrogenic rest, intralobar",Morphological_Abnormalitiy_PID,0
427703081,405935000,,427702250,"Nephrogenic rest, perilobar",Morphological_Abnormalitiy_PID,0
427703082,370941004,,427702252,Pupillary membrane,Morphological_Abnormalitiy_PID,0
427703083,127962001,,427702252,Meckel's diverticulum,Morphological_Abnormalitiy_PID,0
427703084,258032009,,427702252,Branchial cleft,Morphological_Abnormalitiy_PID,0
427703460,41353005,,427702880,Neurenteric cyst,Morphological_Abnormalitiy_PID,0
427703086,17351006,,427702270,Congenital non-rotation,Morphological_Abnormalitiy_PID,0
427703087,62279005,,427702270,Congenital turning downward,Morphological_Abnormalitiy_PID,0
427703088,88582001,,427702270,Congenital varus deformity,Morphological_Abnormalitiy_PID,0
427703089,13908001,,427702270,Congenital turning upward,Morphological_Abnormalitiy_PID,0
427703090,19561006,,427702270,Congenital levorotation,Morphological_Abnormalitiy_PID,0
427703091,79609003,,427702270,Congenital valgus deformity,Morphological_Abnormalitiy_PID,0
427703092,4618001,,427702270,Congenital dextrorotation,Morphological_Abnormalitiy_PID,0
427703093,11884006,,427702270,Congenital hyperrotation,Morphological_Abnormalitiy_PID,0
427703094,125231008,,427702275,"Transposition, right",Morphological_Abnormalitiy_PID,0
427703095,125230009,,427702275,"Transposition, left",Morphological_Abnormalitiy_PID,0
427703096,24016004,,427702275,Corrected transposition,Morphological_Abnormalitiy_PID,0
427703097,27317008,,427702275,Complete transposition,Morphological_Abnormalitiy_PID,0
427703098,8005002,,427702275,Incomplete transposition,Morphological_Abnormalitiy_PID,0
427703495,74617009,,427702906,Bilateral congenital dislocation,Morphological_Abnormalitiy_PID,0
427703496,69961000,,427702906,Partial congenital dislocation,Morphological_Abnormalitiy_PID,0
427703101,91058009,,427702283,Congenital backward deviation,Morphological_Abnormalitiy_PID,0
427703102,72151008,,427702283,Congenital forward deviation,Morphological_Abnormalitiy_PID,0
427703103,42656008,,427702283,Congenital medial deviation,Morphological_Abnormalitiy_PID,0
427703104,9795008,,427702283,Congenital lateral deviation,Morphological_Abnormalitiy_PID,0
427703105,115217007,,427702290,"Cystic, mucinous AND/OR serous neoplasm",Morphological_Abnormalitiy_PID,0
427703106,3898006,,427702290,"Neoplasm, benign",Morphological_Abnormalitiy_PID,0
427703107,399528006,,427702290,Islet cell neoplasm,Morphological_Abnormalitiy_PID,0
427703108,107721008,,427702290,Veterinary tumor,Morphological_Abnormalitiy_PID,0
427703109,115226005,,427702290,Myxomatous neoplasm,Morphological_Abnormalitiy_PID,0
427703110,115243008,,427702290,Granular cell tumor AND/OR alveolar soft part sarcoma,Morphological_Abnormalitiy_PID,0
427703111,253061008,,427702290,Nervous system tumor morphology,Morphological_Abnormalitiy_PID,0
427703112,115235003,,427702290,Blood vessel tumor,Morphological_Abnormalitiy_PID,0
427703113,406102004,,427702290,Dysplasia with neoplasia,Morphological_Abnormalitiy_PID,0
427703114,127578009,,427702290,Odontogenic neoplasm (morphology),Morphological_Abnormalitiy_PID,0
427703115,115237006,,427702290,Osseous AND/OR chondromatous neoplasm,Morphological_Abnormalitiy_PID,0
427703116,115221000,,427702290,Specialized gonadal neoplasm,Morphological_Abnormalitiy_PID,0
427703117,115231007,,427702290,Synovial like neoplasm,Morphological_Abnormalitiy_PID,0
427703118,115238001,,427702290,Giant cell tumor,Morphological_Abnormalitiy_PID,0
427703119,115229003,,427702290,Complex mixed AND/OR stromal neoplasm,Morphological_Abnormalitiy_PID,0
427703120,115234004,,427702290,Trophoblastic neoplasm,Morphological_Abnormalitiy_PID,0
427703121,65540008,,427702290,Clear cell acanthoma,Morphological_Abnormalitiy_PID,0
427703122,442172002,,427702290,Papillary neoplasm,Morphological_Abnormalitiy_PID,0
427703123,127577004,,427702290,Mesonephric neoplasm (morphology),Morphological_Abnormalitiy_PID,0
427703124,115233005,,427702290,Germ cell neoplasm,Morphological_Abnormalitiy_PID,0
427703125,115230008,,427702290,Fibroepithelial neoplasm,Morphological_Abnormalitiy_PID,0
427703126,86251006,,427702290,"Neoplasm, uncertain whether benign or malignant",Morphological_Abnormalitiy_PID,0
427703127,363640004,,427702290,Follicular neoplasm,Morphological_Abnormalitiy_PID,0
427703128,115216003,,427702290,Adnexal AND/OR skin appendage neoplasm,Morphological_Abnormalitiy_PID,0
427703129,127569003,,427702290,In situ neoplasm (morphology),Morphological_Abnormalitiy_PID,0
427703130,399258001,,427702290,Chromaffin cell neoplasm,Morphological_Abnormalitiy_PID,0
427703131,400004006,,427702290,Neoplasm of perivascular myoid type - category,Morphological_Abnormalitiy_PID,0
427703132,414388001,,427702290,Hematopoietic neoplasm,Morphological_Abnormalitiy_PID,0
427703133,115218002,,427702290,"Ductal, lobular AND/OR medullary neoplasm",Morphological_Abnormalitiy_PID,0
427703134,127571003,,427702290,Mucoepidermoid neoplasm (morphology),Morphological_Abnormalitiy_PID,0
427703135,115232000,,427702290,Mesothelial neoplasm,Morphological_Abnormalitiy_PID,0
427703136,115241005,,427702290,Neuroepitheliomatous neoplasm,Morphological_Abnormalitiy_PID,0
427703137,115223002,,427702290,Nevus AND/OR melanoma,Morphological_Abnormalitiy_PID,0
427703138,115224008,,427702290,Soft tissue tumor AND/OR sarcoma,Morphological_Abnormalitiy_PID,0
427703139,367651003,,427702290,Malignant Neoplasm (Morphology),Morphological_Abnormalitiy_PID,0
427703140,115219005,,427702290,Acinar cell neoplasm,Morphological_Abnormalitiy_PID,0
427703141,363639001,,427702290,Hurthle cell neoplasm,Morphological_Abnormalitiy_PID,0
427703142,118285006,,427702290,Epithelial neoplasm,Morphological_Abnormalitiy_PID,0
427703143,128928004,,427702290,Neuroendocrine neoplasm,Morphological_Abnormalitiy_PID,0
427703144,115239009,,427702290,Bone tumor,Morphological_Abnormalitiy_PID,0
427703145,32837003,,427702291,Hemangioblastomatosis,Morphological_Abnormalitiy_PID,0
427703146,47669001,,427702291,Hemangiomatosis,Morphological_Abnormalitiy_PID,0
427703147,86970009,,427702291,Lymphangiomatosis,Morphological_Abnormalitiy_PID,0
427703148,400094003,,427702292,Acquired melanocytic nevus,Morphological_Abnormalitiy_PID,0
427703149,400151006,,427702292,Congenital melanocytic nevus,Morphological_Abnormalitiy_PID,0
427703150,69044001,,427702294,Lymphangioma,Morphological_Abnormalitiy_PID,0
427703151,63373002,,427702294,Lymphangiosarcoma,Morphological_Abnormalitiy_PID,0
427703152,11467009,,427702294,Capillary lymphangioma,Morphological_Abnormalitiy_PID,0
427703153,25239006,,427702294,Lymphangiomyoma,Morphological_Abnormalitiy_PID,0
427703154,73017001,,427702294,Lymphangiomyomatosis,Morphological_Abnormalitiy_PID,0
427703155,89056007,,427702294,Cavernous lymphangioma,Morphological_Abnormalitiy_PID,0
427703156,8241005,,427702294,Hemolymphangioma,Morphological_Abnormalitiy_PID,0
427703157,40225001,,427702294,Cystic lymphangioma,Morphological_Abnormalitiy_PID,0
427703158,400110009,,427702295,Benign blood vessel neoplasm,Morphological_Abnormalitiy_PID,0
427703159,400052001,,427702295,Capillary hemangioma - category,Morphological_Abnormalitiy_PID,0
427703160,47669001,,427702295,Hemangiomatosis,Morphological_Abnormalitiy_PID,0
427703161,253052008,,427702295,Malignant hemangioma,Morphological_Abnormalitiy_PID,0
427703162,400109004,,427702295,Congenital hemangioma,Morphological_Abnormalitiy_PID,0
427703163,112673003,,427702296,Fibromatous epulis of periodontal origin,Morphological_Abnormalitiy_PID,0
427703164,39870007,,427702296,Ossifying epulis of periodontal origin,Morphological_Abnormalitiy_PID,0
427703165,60940000,,427702296,Acanthomatous epulis of periodontal origin,Morphological_Abnormalitiy_PID,0
427703166,6379007,,427702312,Multiple adenomatous polyps,Morphological_Abnormalitiy_PID,0
427703167,395498009,,427702314,Pedunculated polyp with stalk,Morphological_Abnormalitiy_PID,0
427703168,395499001,,427702314,Pedunculated polyp without stalk,Morphological_Abnormalitiy_PID,0
427703364,416529009,,427702503,Cystic dermoid choristoma,Morphological_Abnormalitiy_PID,0
427703365,416292009,,427702506,Cystic epidermoid choristoma,Morphological_Abnormalitiy_PID,0
427703364,416529009,,427702503,Cystic dermoid choristoma,Morphological_Abnormalitiy_PID,0
427703365,416292009,,427702506,Cystic epidermoid choristoma,Morphological_Abnormalitiy_PID,0
427703173,18765009,,427702341,Sclerosing lipogranuloma,Morphological_Abnormalitiy_PID,0
427703454,128638007,,427702871,Pilar tumor,Morphological_Abnormalitiy_PID,0
427703455,420133000,,427702871,Ruptured trichilemmal cyst,Morphological_Abnormalitiy_PID,0
427703456,129141005,,427702873,Lymphoepithelial cyst,Morphological_Abnormalitiy_PID,0
427703457,418930003,,427702873,Epidermal inclusion cyst,Morphological_Abnormalitiy_PID,0
427703458,416292009,,427702873,Cystic epidermoid choristoma,Morphological_Abnormalitiy_PID,0
427703459,417992006,,427702873,Sebaceous cyst,Morphological_Abnormalitiy_PID,0
427703460,41353005,,427702880,Neurenteric cyst,Morphological_Abnormalitiy_PID,0
427703181,397358005,,427702395,Aggressive systemic mastocytosis,Morphological_Abnormalitiy_PID,0
427703182,397357000,,427702395,"Systemic mastocytosis with associated clonal, hematologic non-mast-cell lineage disease",Morphological_Abnormalitiy_PID,0
427703183,397356009,,427702395,Indolent systemic mastocytosis,Morphological_Abnormalitiy_PID,0
427703184,36818005,,427702398,Major multiple injuries,Morphological_Abnormalitiy_PID,0
427703185,36818005,,427702399,Major multiple injuries,Morphological_Abnormalitiy_PID,0
427703186,57275007,,427702399,Minor multiple injuries,Morphological_Abnormalitiy_PID,0
427703187,5901005,,427702399,Multiple internal injuries,Morphological_Abnormalitiy_PID,0
427703188,21135001,,427702399,Multiple superficial injuries,Morphological_Abnormalitiy_PID,0
427703189,112632004,,427702400,Superficial cold injury,Morphological_Abnormalitiy_PID,0
427703190,37205004,,427702400,Superficial wound,Morphological_Abnormalitiy_PID,0
427703191,70048005,,427702400,Superficial foreign body,Morphological_Abnormalitiy_PID,0
427703192,385426004,,427702400,Superficial abrasion,Morphological_Abnormalitiy_PID,0
427703193,21135001,,427702400,Multiple superficial injuries,Morphological_Abnormalitiy_PID,0
427703194,57275007,,427702401,Minor multiple injuries,Morphological_Abnormalitiy_PID,0
427703464,75567003,,427702898,Anterior closed dislocation,Morphological_Abnormalitiy_PID,0
427703465,125179005,,427702898,"Dislocation, complete, anterior",Morphological_Abnormalitiy_PID,0
427703466,1040005,,427702898,Anterior open dislocation,Morphological_Abnormalitiy_PID,0
427703467,19104009,,427702899,Spontaneous closed dislocation,Morphological_Abnormalitiy_PID,0
427703468,61741002,,427702900,Medial open dislocation,Morphological_Abnormalitiy_PID,0
427703469,75567003,,427702901,Anterior closed dislocation,Morphological_Abnormalitiy_PID,0
427703470,11284000,,427702901,"Closed dislocation, incomplete",Morphological_Abnormalitiy_PID,0
427703471,19104009,,427702901,Spontaneous closed dislocation,Morphological_Abnormalitiy_PID,0
427703472,49979005,,427702901,Diastasis of bone,Morphological_Abnormalitiy_PID,0
427703473,43786002,,427702901,Medial closed dislocation,Morphological_Abnormalitiy_PID,0
427703474,36839003,,427702901,"Dislocation, multiple, closed and open",Morphological_Abnormalitiy_PID,0
427703475,51142004,,427702901,Lateral closed dislocation,Morphological_Abnormalitiy_PID,0
427703476,61542006,,427702901,"Closed dislocation, complete",Morphological_Abnormalitiy_PID,0
427703477,76215009,,427702901,"Dislocation, multiple, closed",Morphological_Abnormalitiy_PID,0
427703478,85016000,,427702901,Superior closed dislocation,Morphological_Abnormalitiy_PID,0
427703479,5183005,,427702901,Inferior closed dislocation,Morphological_Abnormalitiy_PID,0
427703480,49210009,,427702901,Posterior closed dislocation,Morphological_Abnormalitiy_PID,0
427703481,129155002,,427702901,Closed traumatic dislocation,Morphological_Abnormalitiy_PID,0
427703482,4023002,,427702901,Recurrent closed dislocation,Morphological_Abnormalitiy_PID,0
427703483,17015005,,427702902,Lateral open dislocation,Morphological_Abnormalitiy_PID,0
427703484,125180008,,427702903,"Dislocation, complete, posterior",Morphological_Abnormalitiy_PID,0
427703485,49210009,,427702903,Posterior closed dislocation,Morphological_Abnormalitiy_PID,0
427703486,16578003,,427702903,Posterior open dislocation,Morphological_Abnormalitiy_PID,0
427703487,125178002,,427702904,"Dislocation, complete, superior",Morphological_Abnormalitiy_PID,0
427703488,1188006,,427702904,Superior open dislocation,Morphological_Abnormalitiy_PID,0
427703489,125179005,,427702905,"Dislocation, complete, anterior",Morphological_Abnormalitiy_PID,0
427703490,125178002,,427702905,"Dislocation, complete, superior",Morphological_Abnormalitiy_PID,0
427703491,125181007,,427702905,"Dislocation, complete, inferior",Morphological_Abnormalitiy_PID,0
427703492,61542006,,427702905,"Closed dislocation, complete",Morphological_Abnormalitiy_PID,0
427703493,8833001,,427702905,"Open dislocation, complete",Morphological_Abnormalitiy_PID,0
427703494,125180008,,427702905,"Dislocation, complete, posterior",Morphological_Abnormalitiy_PID,0
427703495,74617009,,427702906,Bilateral congenital dislocation,Morphological_Abnormalitiy_PID,0
427703496,69961000,,427702906,Partial congenital dislocation,Morphological_Abnormalitiy_PID,0
427703497,11284000,,427702907,"Closed dislocation, incomplete",Morphological_Abnormalitiy_PID,0
427703498,69961000,,427702907,Partial congenital dislocation,Morphological_Abnormalitiy_PID,0
427703499,7313006,,427702907,"Open dislocation, incomplete",Morphological_Abnormalitiy_PID,0
427703500,34277002,,427702908,"Dislocation, multiple",Morphological_Abnormalitiy_PID,0
427703501,7906001,,427702908,Open traumatic dislocation,Morphological_Abnormalitiy_PID,0
427703502,129155002,,427702908,Closed traumatic dislocation,Morphological_Abnormalitiy_PID,0
427703503,53739007,,427702909,Inferior open dislocation,Morphological_Abnormalitiy_PID,0
427703504,125181007,,427702909,"Dislocation, complete, inferior",Morphological_Abnormalitiy_PID,0
427703236,111016001,,427702416,Burn scar,Morphological_Abnormalitiy_PID,0
427703237,26696002,,427702416,Chemical burn,Morphological_Abnormalitiy_PID,0
427703238,50537008,,427702416,Laser burn,Morphological_Abnormalitiy_PID,0
427703239,105594005,,427702416,Thermal burn,Morphological_Abnormalitiy_PID,0
427703240,80247002,,427702416,Third degree burn injury,Morphological_Abnormalitiy_PID,0
427703241,44698007,,427702416,Cauterization effect,Morphological_Abnormalitiy_PID,0
427703242,77140003,,427702416,First degree burn injury,Morphological_Abnormalitiy_PID,0
427703243,262594008,,427702416,Mixed thickness burn,Morphological_Abnormalitiy_PID,0
427703244,46541008,,427702416,Second degree burn injury,Morphological_Abnormalitiy_PID,0
427703245,21720007,,427702416,Electrical burn,Morphological_Abnormalitiy_PID,0
427703246,11607000,,427702416,Gunpowder burn,Morphological_Abnormalitiy_PID,0
427703247,54325004,,427702416,Ultraviolet light burn,Morphological_Abnormalitiy_PID,0
427703248,19614001,,427702416,Lightning burn,Morphological_Abnormalitiy_PID,0
427703249,416738009,,427702417,Degloving injury,Morphological_Abnormalitiy_PID,0
427703250,23482006,,427702417,Avulsion fracture,Morphological_Abnormalitiy_PID,0
427703251,387784003,,427702418,Ecchymoma,Morphological_Abnormalitiy_PID,0
427703252,38026009,,427702418,Pattern specific contusion,Morphological_Abnormalitiy_PID,0
427703253,58885003,,427702418,Postmortem contusion,Morphological_Abnormalitiy_PID,0
427703254,55118007,,427702420,Deep cold injury,Morphological_Abnormalitiy_PID,0
427703255,112632004,,427702420,Superficial cold injury,Morphological_Abnormalitiy_PID,0
427703256,82504005,,427702420,Cold erythema,Morphological_Abnormalitiy_PID,0
427703257,59168009,,427702420,Cryotherapy effect,Morphological_Abnormalitiy_PID,0
427703258,56008009,,427702421,Multiple blunt injuries,Morphological_Abnormalitiy_PID,0
427703259,308498009,,427702428,Crush - wound,Morphological_Abnormalitiy_PID,0
427703260,400068007,,427702429,Mechanical irritation,Morphological_Abnormalitiy_PID,0
427703261,70010000,,427702429,Friction blister,Morphological_Abnormalitiy_PID,0
427703262,400168005,,427702429,Abrasion and/or friction burn,Morphological_Abnormalitiy_PID,0
427703263,105594005,,427702431,Thermal burn,Morphological_Abnormalitiy_PID,0
427703264,87565001,,427702432,Major laceration,Morphological_Abnormalitiy_PID,0
427703265,123744001,,427702432,"Wound, lacerated, closed",Morphological_Abnormalitiy_PID,0
427703266,55365006,,427702432,Moderate laceration,Morphological_Abnormalitiy_PID,0
427703267,125202009,,427702432,"Wound, lacerated, giant",Morphological_Abnormalitiy_PID,0
427703268,123743007,,427702432,"Wound, lacerated, spontaneous",Morphological_Abnormalitiy_PID,0
427703269,85243001,,427702432,Minor laceration,Morphological_Abnormalitiy_PID,0
427703270,125200001,,427702432,"Wound, lacerated, partial",Morphological_Abnormalitiy_PID,0
427703271,391894009,,427702432,Open laceration,Morphological_Abnormalitiy_PID,0
427703272,110399007,,427702432,Simple laceration,Morphological_Abnormalitiy_PID,0
427703273,20473001,,427702432,Stellate laceration,Morphological_Abnormalitiy_PID,0
427703274,110401001,,427702432,Complex laceration,Morphological_Abnormalitiy_PID,0
427703275,125201002,,427702432,"Wound, lacerated, complete",Morphological_Abnormalitiy_PID,0
427703276,31986002,,427702435,Animal bite,Morphological_Abnormalitiy_PID,0
427703277,43028005,,427702435,Human bite,Morphological_Abnormalitiy_PID,0
427703278,429563006,,427702435,Open bite wound,Morphological_Abnormalitiy_PID,0
427703279,58621007,,427702436,"Gunshot wound, traversing",Morphological_Abnormalitiy_PID,0
427703280,28831000,,427702436,Gunshot contusion ring,Morphological_Abnormalitiy_PID,0
427703281,35336005,,427702436,"Gunshot wound, entrance, close shot",Morphological_Abnormalitiy_PID,0
427703282,86774006,,427702436,"Gunshot wound, gutter",Morphological_Abnormalitiy_PID,0
427703283,62565003,,427702436,Gunshot abrasion ring,Morphological_Abnormalitiy_PID,0
427703284,13599008,,427702436,"Gunshot wound, contact",Morphological_Abnormalitiy_PID,0
427703285,88677000,,427702436,"Gunshot wound, entrance",Morphological_Abnormalitiy_PID,0
427703286,65298001,,427702436,"Gunshot wound, entrance, distance shot",Morphological_Abnormalitiy_PID,0
427703287,18130001,,427702436,"Gunshot wound, exit",Morphological_Abnormalitiy_PID,0
427703288,50537008,,427702437,Laser burn,Morphological_Abnormalitiy_PID,0
427703289,35944002,,427702437,Radiation ulcer,Morphological_Abnormalitiy_PID,0
427703290,22483007,,427702437,Radiation injury with inflammation,Morphological_Abnormalitiy_PID,0
427703291,30386001,,427702437,Radiation injury with necrosis,Morphological_Abnormalitiy_PID,0
427703292,123730007,,427702437,Acute radiation injury,Morphological_Abnormalitiy_PID,0
427703293,123731006,,427702437,Chronic radiation injury,Morphological_Abnormalitiy_PID,0
427703294,54325004,,427702437,Ultraviolet light burn,Morphological_Abnormalitiy_PID,0
427703295,1791001,,427702437,Radiation injury with fibrosis,Morphological_Abnormalitiy_PID,0
427703296,27515001,,427702448,Avulsion,Morphological_Abnormalitiy_PID,0
427703297,14962008,,427702448,Mutilating wound,Morphological_Abnormalitiy_PID,0
427703298,308492005,,427702448,Contusion - lesion,Morphological_Abnormalitiy_PID,0
427703299,57495003,,427702448,Deep wound,Morphological_Abnormalitiy_PID,0
427703300,43892002,,427702448,Perforating wound,Morphological_Abnormalitiy_PID,0
427703301,59091005,,427702448,Open wound,Morphological_Abnormalitiy_PID,0
427703302,125192008,,427702448,"Wound, non-healed",Morphological_Abnormalitiy_PID,0
427703303,308499001,,427702448,Amputation wound,Morphological_Abnormalitiy_PID,0
427703304,57028002,,427702448,Multiple wounds,Morphological_Abnormalitiy_PID,0
427703305,397175005,,427702448,Foreign body in wound,Morphological_Abnormalitiy_PID,0
427703306,125190000,,427702448,"Wound, spontaneous",Morphological_Abnormalitiy_PID,0
427703307,112633009,,427702448,Surgical wound,Morphological_Abnormalitiy_PID,0
427703308,35933005,,427702448,Laceration,Morphological_Abnormalitiy_PID,0
427703309,134352000,,427702448,Incised wound - morphology,Morphological_Abnormalitiy_PID,0
427703310,3404009,,427702448,Bite,Morphological_Abnormalitiy_PID,0
427703311,74113007,,427702448,Antemortem wound,Morphological_Abnormalitiy_PID,0
427703312,308498009,,427702448,Crush - wound,Morphological_Abnormalitiy_PID,0
427703313,125193003,,427702448,"Wound, recent",Morphological_Abnormalitiy_PID,0
427703314,125194009,,427702448,"Wound, closed",Morphological_Abnormalitiy_PID,0
427703315,37205004,,427702448,Superficial wound,Morphological_Abnormalitiy_PID,0
427703316,400061001,,427702448,Abrasion,Morphological_Abnormalitiy_PID,0
427703317,77338004,,427702448,Hesitation wounds,Morphological_Abnormalitiy_PID,0
427703318,125191001,,427702448,"Wound, healed",Morphological_Abnormalitiy_PID,0
427703319,26514007,,427702448,Draining wound,Morphological_Abnormalitiy_PID,0
427703320,134222005,,427702448,Penetrating wound,Morphological_Abnormalitiy_PID,0
427703321,116208002,,427702448,Abscess of wound,Morphological_Abnormalitiy_PID,0
427703322,53738004,,427702448,Postmortem wound,Morphological_Abnormalitiy_PID,0
427703323,23382007,,427702452,Stress fracture,Morphological_Abnormalitiy_PID,0
427703324,22640007,,427702452,Pathologic fracture,Morphological_Abnormalitiy_PID,0
427703325,85679001,,427702452,"Fracture, longitudinal",Morphological_Abnormalitiy_PID,0
427703326,13321001,,427702452,"Fracture, comminuted",Morphological_Abnormalitiy_PID,0
427703327,46675001,,427702452,Osteoporotic fracture,Morphological_Abnormalitiy_PID,0
427703328,20946005,,427702452,"Fracture, closed",Morphological_Abnormalitiy_PID,0
427703329,70980005,,427702452,"Fracture, segmental",Morphological_Abnormalitiy_PID,0
427703330,40866008,,427702452,Chip fracture,Morphological_Abnormalitiy_PID,0
427703331,28836005,,427702452,"Fracture, impacted",Morphological_Abnormalitiy_PID,0
427703332,28087009,,427702452,Delayed union of fracture,Morphological_Abnormalitiy_PID,0
427703333,18334002,,427702452,"Fracture, stellate",Morphological_Abnormalitiy_PID,0
427703334,70682000,,427702452,"Fracture, transverse",Morphological_Abnormalitiy_PID,0
427703335,281958007,,427702452,Fracture alignments,Morphological_Abnormalitiy_PID,0
427703336,123734003,,427702452,Congenital fracture,Morphological_Abnormalitiy_PID,0
427703337,23482006,,427702452,Avulsion fracture,Morphological_Abnormalitiy_PID,0
427703338,21947006,,427702452,Compression fracture,Morphological_Abnormalitiy_PID,0
427703339,110398004,,427702452,Microfracture,Morphological_Abnormalitiy_PID,0
427703340,51035001,,427702452,"Fracture, intra-articular",Morphological_Abnormalitiy_PID,0
427703341,5468008,,427702452,"Fracture, multiple",Morphological_Abnormalitiy_PID,0
427703342,370608000,,427702452,Slab fracture,Morphological_Abnormalitiy_PID,0
427703343,30543000,,427702452,"Fracture, incomplete",Morphological_Abnormalitiy_PID,0
427703344,7905002,,427702452,"Fracture, oblique",Morphological_Abnormalitiy_PID,0
427703345,372060004,,427702452,"Fracture, extra-articular",Morphological_Abnormalitiy_PID,0
427703346,52329006,,427702452,"Fracture, open",Morphological_Abnormalitiy_PID,0
427703347,281956006,,427702452,Fracture configurations,Morphological_Abnormalitiy_PID,0
427703348,20175003,,427702452,Postmortem fracture,Morphological_Abnormalitiy_PID,0
427703349,73737008,,427702452,"Fracture, spiral",Morphological_Abnormalitiy_PID,0
427703350,125163009,,427702452,Healing fracture,Morphological_Abnormalitiy_PID,0
427703351,33080003,,427702452,"Fracture, ununited",Morphological_Abnormalitiy_PID,0
427703352,43054002,,427702452,Complicated fracture,Morphological_Abnormalitiy_PID,0
427703446,110422007,,427702861,Posttraumatic arteriovenous fistula,Morphological_Abnormalitiy_PID,0
427703447,43856001,,427702861,External traumatic fistula,Morphological_Abnormalitiy_PID,0
427703448,24726002,,427702861,Internal traumatic fistula,Morphological_Abnormalitiy_PID,0
427703500,34277002,,427702908,"Dislocation, multiple",Morphological_Abnormalitiy_PID,0
427703501,7906001,,427702908,Open traumatic dislocation,Morphological_Abnormalitiy_PID,0
427703502,129155002,,427702908,Closed traumatic dislocation,Morphological_Abnormalitiy_PID,0
427703359,125193003,,427702456,"Wound, recent",Morphological_Abnormalitiy_PID,0
427703360,111020002,,427702458,Posttraumatic webbing,Morphological_Abnormalitiy_PID,0
427703361,111015002,,427702458,Traumatic scar,Morphological_Abnormalitiy_PID,0
427703362,58885003,,427702459,Postmortem contusion,Morphological_Abnormalitiy_PID,0
427703363,20175003,,427702459,Postmortem fracture,Morphological_Abnormalitiy_PID,0
427703364,416529009,,427702503,Cystic dermoid choristoma,Morphological_Abnormalitiy_PID,0
427703365,416292009,,427702506,Cystic epidermoid choristoma,Morphological_Abnormalitiy_PID,0
427703366,51793002,,427702514,Partial hydatidiform mole,Morphological_Abnormalitiy_PID,0
427703367,48430004,,427702514,Hydatidiform mole,Morphological_Abnormalitiy_PID,0
427703368,60657004,,427702519,Histiocytosis,Morphological_Abnormalitiy_PID,0
427703369,128622001,,427702519,Histiocytic neoplasm (morphology),Morphological_Abnormalitiy_PID,0
427703370,414792005,,427702520,Myeloid neoplasm,Morphological_Abnormalitiy_PID,0
427703371,128804002,,427702521,Primary cutaneous CD30+ T-cell lymphoproliferative disorder,Morphological_Abnormalitiy_PID,0
427703372,414628006,,427702521,Lymphoid neoplasm,Morphological_Abnormalitiy_PID,0
427703373,127582006,,427702521,Immunoproliferative morphology,Morphological_Abnormalitiy_PID,0
427703374,405286004,,427702532,Disordered proliferative endometrium,Morphological_Abnormalitiy_PID,0
427703375,27325005,,427702585,Atypical gastric metaplasia,Morphological_Abnormalitiy_PID,0
427703376,103673004,,427702591,Atypical apocrine metaplasia,Morphological_Abnormalitiy_PID,0
427703377,63114009,,427702599,Atypical squamous metaplasia,Morphological_Abnormalitiy_PID,0
427703378,125547009,,427702599,Focal squamous metaplasia,Morphological_Abnormalitiy_PID,0
427703379,125548004,,427702599,Diffuse squamous metaplasia,Morphological_Abnormalitiy_PID,0
427703380,125549007,,427702599,Precancerous squamous metaplasia,Morphological_Abnormalitiy_PID,0
427703381,80225002,,427702606,Congenital ischemic atrophy,Morphological_Abnormalitiy_PID,0
427703382,10115009,,427702606,Congenital partial hypoplasia,Morphological_Abnormalitiy_PID,0
427703383,13593009,,427702606,Congenital decrease in cellularity,Morphological_Abnormalitiy_PID,0
427703384,88998003,,427702609,Osteophyte,Morphological_Abnormalitiy_PID,0
427703385,112668009,,427702609,Lipping,Morphological_Abnormalitiy_PID,0
427703386,418712003,,427702614,B-cell pseudolymphomatous lesion,Morphological_Abnormalitiy_PID,0
427703387,419025007,,427702614,T-cell pseudolymphomatous lesion,Morphological_Abnormalitiy_PID,0
427703388,125540006,,427702629,Precancerous glandular hyperplasia,Morphological_Abnormalitiy_PID,0
427703389,125536002,,427702629,Multifocal glandular hyperplasia,Morphological_Abnormalitiy_PID,0
427703390,125539009,,427702629,Partial glandular hyperplasia,Morphological_Abnormalitiy_PID,0
427703391,125535003,,427702629,Focal glandular hyperplasia,Morphological_Abnormalitiy_PID,0
427703392,125537006,,427702629,Diffuse glandular hyperplasia,Morphological_Abnormalitiy_PID,0
427703393,125538001,,427702629,Disseminated glandular hyperplasia,Morphological_Abnormalitiy_PID,0
427703394,418172001,,427702654,Decubitus ulcer,Morphological_Abnormalitiy_PID,0
427703395,264901003,,427702678,Partial thickness tear involving the superior surface,Morphological_Abnormalitiy_PID,0
